src,dst,generated,served
0,1,2048,2048
0,2,1988,1988
0,3,2064,2060
0,4,2017,1976
0,5,2037,2030
0,6,2094,2066
0,7,2054,1756
0,8,2050,1989
0,9,2015,1659
0,10,2088,1633
0,11,2077,1051
0,12,2048,1238
0,13,1974,759
1,2,1990,1990
1,3,2016,2012
1,4,1978,1948
1,5,2027,1992
1,6,1985,1856
1,7,2046,2024
1,8,2005,1678
1,9,1948,1604
1,10,2124,1866
1,11,2063,1212
1,12,2006,1228
1,13,2064,985
2,3,1990,1939
2,4,2043,1851
2,5,2003,1993
2,6,2073,1588
2,7,2069,1940
2,8,1981,990
2,9,2029,1528
2,10,2080,1010
2,11,1976,392
2,12,2040,1184
2,13,2073,326
3,4,2100,2100
3,5,1999,1892
3,6,2026,1923
3,7,2041,1628
3,8,2110,1833
3,9,2002,1271
3,10,2053,1775
3,11,2003,1829
3,12,2103,1563
3,13,2019,1824
4,5,2060,2049
4,6,2050,2043
4,7,2085,2027
4,8,2014,1504
4,9,2065,1759
4,10,2053,1725
4,11,2014,727
4,12,1998,1511
4,13,2004,548
5,6,2113,2050
5,7,2076,1735
5,8,2063,2045
5,9,1997,1993
5,10,2009,1959
5,11,2047,2015
5,12,2098,2054
5,13,1995,1782
6,7,2013,2011
6,8,1988,1913
6,9,2034,1546
6,10,2027,1952
6,11,2039,1542
6,12,2052,1930
6,13,2050,1275
7,8,2109,2104
7,9,2088,2055
7,10,2051,1915
7,11,2051,2029
7,12,2076,1868
7,13,2021,1950
8,9,2056,2055
8,10,2045,2045
8,11,1963,1963
8,12,1990,1990
8,13,2037,2037
9,10,2019,2019
9,11,2056,2056
9,12,2104,2104
9,13,2034,2033
10,11,2040,2040
10,12,2046,2046
10,13,2040,2040
11,12,2056,2056
11,13,2126,2126
12,13,1992,1991
