src,dst,generated,served
0,1,739,734
0,2,770,769
0,3,712,699
0,4,749,718
0,5,743,729
0,6,728,708
0,7,718,714
0,8,732,708
0,9,751,701
0,10,726,669
0,11,745,671
0,12,705,631
0,13,759,685
1,0,0,0
1,2,756,754
1,3,749,746
1,4,701,689
1,5,701,691
1,6,742,700
1,7,800,792
1,8,683,623
1,9,745,691
1,10,772,762
1,11,707,655
1,12,758,696
1,13,704,647
2,0,0,0
2,1,0,0
2,3,762,756
2,4,732,715
2,5,733,729
2,6,726,698
2,7,715,708
2,8,721,659
2,9,714,701
2,10,757,696
2,11,753,683
2,12,725,716
2,13,743,671
3,0,0,0
3,1,0,0
3,2,0,0
3,4,694,689
3,5,753,743
3,6,694,688
3,7,772,734
3,8,767,731
3,9,717,662
3,10,744,741
3,11,698,688
3,12,722,678
3,13,725,711
4,0,0,0
4,1,0,0
4,2,0,0
4,3,0,0
4,5,769,766
4,6,754,752
4,7,737,733
4,8,707,670
4,9,724,711
4,10,712,702
4,11,730,700
4,12,710,693
4,13,761,727
5,0,0,0
5,1,0,0
5,2,0,0
5,3,0,0
5,4,0,0
5,6,691,682
5,7,754,723
5,8,694,684
5,9,789,788
5,10,714,672
5,11,696,690
5,12,726,726
5,13,731,724
6,0,0,0
6,1,0,0
6,2,0,0
6,3,0,0
6,4,0,0
6,5,0,0
6,7,713,713
6,8,739,728
6,9,759,711
6,10,740,670
6,11,701,630
6,12,730,660
6,13,726,670
7,0,0,0
7,1,0,0
7,2,0,0
7,3,0,0
7,4,0,0
7,5,0,0
7,6,0,0
7,8,749,745
7,9,743,725
7,10,725,678
7,11,712,696
7,12,756,699
7,13,723,707
8,0,0,0
8,1,0,0
8,2,0,0
8,3,0,0
8,4,0,0
8,5,0,0
8,6,0,0
8,7,0,0
8,9,704,702
8,10,769,763
8,11,692,692
8,12,711,703
8,13,748,746
9,0,0,0
9,1,0,0
9,2,0,0
9,3,0,0
9,4,0,0
9,5,0,0
9,6,0,0
9,7,0,0
9,8,0,0
9,10,670,618
9,11,748,744
9,12,746,736
9,13,768,752
10,0,0,0
10,1,0,0
10,2,0,0
10,3,0,0
10,4,0,0
10,5,0,0
10,6,0,0
10,7,0,0
10,8,0,0
10,9,0,0
10,11,752,751
10,12,721,712
10,13,748,746
11,0,0,0
11,1,0,0
11,2,0,0
11,3,0,0
11,4,0,0
11,5,0,0
11,6,0,0
11,7,0,0
11,8,0,0
11,9,0,0
11,10,0,0
11,12,709,704
11,13,726,723
12,0,0,0
12,1,0,0
12,2,0,0
12,3,0,0
12,4,0,0
12,5,0,0
12,6,0,0
12,7,0,0
12,8,0,0
12,9,0,0
12,10,0,0
12,11,0,0
12,13,724,724
13,0,0,0
13,1,0,0
13,2,0,0
13,3,0,0
13,4,0,0
13,5,0,0
13,6,0,0
13,7,0,0
13,8,0,0
13,9,0,0
13,10,0,0
13,11,0,0
13,12,0,0
